unix,date,open,high,low,close,Volume USD,symbol,macd,macd_signal,macd_hist,rsi,volume,taker_buy_base,volume_delta,cvd,cvd_rolling
1600214400,2020-09-16 00:00:00,10785.23,11093.0,10661.22,10954.01,708644989.4830699,BTCUSD,-175.711016,-226.983127,51.272111,52.45,252881.019,136128.16,19375.301000000007,-267841.562,-141964.591
1600300800,2020-09-17 00:00:00,10954.01,11045.46,10745.83,10939.99,605010288.7799246,BTCUSD,-138.757185,-209.337939,70.580753,52.18,186484.361,95997.159,5509.956999999995,-262331.605,-136579.483
1600387200,2020-09-18 00:00:00,10940.0,11038.03,10812.84,10933.39,516147935.6692284,BTCUSD,-108.749971,-189.220345,80.470374,52.04,136028.351,70136.59,4244.828999999998,-258086.776,-127174.241
1600473600,2020-09-19 00:00:00,10933.4,11179.79,10887.37,11080.65,423651901.1577304,BTCUSD,-72.253493,-165.826975,93.573481,54.91,126239.232,66707.126,7175.020000000004,-250911.756,-120379.805
1600560000,2020-09-20 00:00:00,11080.64,11080.64,10723.0,10920.28,426815210.7555122,BTCUSD,-55.629034,-143.787387,88.158353,51.31,150450.562,75724.631,998.6999999999824,-249913.056,-112541.937
1600646400,2020-09-21 00:00:00,10920.28,10988.86,10296.35,10417.22,751020795.2358837,BTCUSD,-82.100365,-131.449982,49.349617,42.0,333047.145,164716.125,-3614.8950000000186,-253527.951,-113392.344
1600732800,2020-09-22 00:00:00,10417.22,10572.71,10353.0,10529.61,460362500.7284081,BTCUSD,-92.938812,-123.747748,30.808936,44.43,179900.686,93498.058,7095.430000000022,-246432.521,-81486.332
1600819200,2020-09-23 00:00:00,10529.61,10537.15,10136.82,10241.46,539362015.157462,BTCUSD,-123.357665,-123.669732,0.312066,39.83,203027.542,102352.883,1678.2240000000163,-244754.297,-41761.331
1600905600,2020-09-24 00:00:00,10241.46,10795.24,10190.93,10736.32,604520870.055638,BTCUSD,-106.308304,-120.197446,13.889142,49.5,241646.573,136707.15,31767.726999999984,-212986.57,273.081
1600992000,2020-09-25 00:00:00,10736.33,10760.53,10556.24,10686.67,512647249.14932007,BTCUSD,-95.699735,-115.297904,19.598169,48.65,170930.773,88397.078,5863.383000000002,-207123.187,38912.832
1601078400,2020-09-26 00:00:00,10686.57,10820.94,10644.68,10728.6,304511477.68085533,BTCUSD,-82.952739,-108.828871,25.876132,49.44,109340.491,59007.18,8673.869000000006,-198449.318,65190.195
1601164800,2020-09-27 00:00:00,10728.59,10799.0,10594.82,10774.25,327169249.4549957,BTCUSD,-68.378851,-100.738867,32.360016,50.33,123440.716,63429.233,3417.75,-195031.568,84986.402
1601251200,2020-09-28 00:00:00,10774.26,10950.0,10626.0,10696.12,544463219.5978093,BTCUSD,-62.413909,-93.073875,30.659966,48.75,187105.377,97662.644,8219.910999999993,-186811.657,110275.345
1601337600,2020-09-29 00:00:00,10696.11,10867.54,10635.87,10840.48,449345822.46022886,BTCUSD,-45.513355,-83.561771,38.048417,51.76,146888.319,77490.574,8092.828999999998,-178718.828,125345.819
1601424000,2020-09-30 00:00:00,10840.58,10849.34,10665.13,10776.59,425279696.28526336,BTCUSD,-36.850147,-74.219446,37.369299,50.35,132834.116,68683.604,4533.092000000004,-174185.736,142980.012
1601510400,2020-10-01 00:00:00,10776.59,10920.0,10437.0,10619.13,652168989.4617349,BTCUSD,-42.2037,-67.816297,25.612597,46.95,253619.622,130468.053,7316.483999999997,-166869.252,157662.765
1601596800,2020-10-02 00:00:00,10619.13,10664.64,10374.0,10570.4,526864379.3093653,BTCUSD,-49.80442,-64.213922,14.409502,45.92,224747.037,113926.065,3105.092999999993,-163764.159,162269.027
1601683200,2020-10-03 00:00:00,10570.4,10603.56,10496.46,10542.06,235160884.6085361,BTCUSD,-57.452568,-62.861651,5.409083,45.29,76315.911,40622.782,4929.653000000006,-158834.506,167480.293
1601769600,2020-10-04 00:00:00,10542.07,10696.87,10517.87,10666.63,246252050.9068108,BTCUSD,-52.852769,-60.859874,8.007106,48.6,90912.105,50394.855,9877.60500000001,-148956.901,153280.312
1601856000,2020-10-05 00:00:00,10666.62,10798.0,10615.64,10792.21,364158510.2379805,BTCUSD,-38.628849,-56.413669,17.78482,51.77,130589.137,70197.411,9805.684999999983,-139151.216,148065.647
1601942400,2020-10-06 00:00:00,10792.2,10800.0,10525.0,10599.66,520051256.0821992,BTCUSD,-42.404652,-53.611866,11.207214,46.99,184895.25,90311.669,-4271.912000000011,-143423.128,124418.434
1602028800,2020-10-07 00:00:00,10599.65,10681.87,10546.17,10666.39,348298562.85686266,BTCUSD,-39.556467,-50.800786,11.244319,48.75,106700.522,55471.502,4242.482000000004,-139180.646,123150.959
1602115200,2020-10-08 00:00:00,10666.4,10950.0,10530.41,10925.57,559311760.4414803,BTCUSD,-16.198869,-43.880403,27.681533,55.02,207938.861,110601.014,13263.166999999989,-125917.479,132169.297
1602201600,2020-10-09 00:00:00,10925.44,11104.64,10829.0,11050.64,530822321.5162346,BTCUSD,12.262939,-32.651734,44.914674,57.71,154336.818,79025.665,3714.511999999988,-122202.967,128708.789
1602288000,2020-10-10 00:00:00,11050.64,11491.0,11050.51,11293.22,494785212.2308736,BTCUSD,53.77344,-15.366699,69.140139,62.4,199398.012,98369.054,-2659.9039999999804,-124862.871,125050.185
1602374400,2020-10-11 00:00:00,11293.22,11445.0,11221.0,11369.02,329927755.03808504,BTCUSD,91.729832,6.052607,85.677225,63.75,146323.076,70072.329,-6178.418000000005,-131041.289,122486.662
1602460800,2020-10-12 00:00:00,11369.02,11720.01,11172.0,11528.25,604779845.7920177,BTCUSD,133.124501,31.466986,101.657515,66.48,254217.203,123464.434,-7288.335000000021,-138329.624,108102.897
1602547200,2020-10-13 00:00:00,11528.24,11557.0,11300.0,11420.56,482663390.7240357,BTCUSD,155.448477,56.263284,99.185193,63.03,199115.115,95540.483,-8034.149000000005,-146363.773,98390.524
1602633600,2020-10-14 00:00:00,11420.57,11547.98,11280.0,11417.89,472007015.72093433,BTCUSD,170.954289,79.201485,91.752804,62.94,192936.97,93295.555,-6345.860000000015,-152709.633,60276.937
1602720000,2020-10-15 00:00:00,11417.89,11617.34,11250.83,11505.12,556436445.5576282,BTCUSD,188.113038,100.983795,87.129242,64.66,215260.399,114746.857,14233.315000000002,-138476.318,68646.869
1602806400,2020-10-16 00:00:00,11505.13,11541.15,11200.0,11319.32,553211001.6122569,BTCUSD,184.591111,117.705259,66.885853,58.43,212339.085,98735.212,-14868.660999999993,-153344.979,45104.339
1602892800,2020-10-17 00:00:00,11319.24,11402.42,11255.0,11360.2,253582775.96265447,BTCUSD,182.989247,130.762056,52.227191,59.36,95892.966,48001.372,109.7780000000057,-153235.201,41796.367
1602979200,2020-10-18 00:00:00,11360.31,11505.0,11346.22,11503.14,266150824.34809864,BTCUSD,191.051499,142.819945,48.231554,62.51,92472.191,50893.731,9315.270999999992,-143919.93,42891.727
1603065600,2020-10-19 00:00:00,11503.14,11823.99,11407.96,11751.47,550728683.7992793,BTCUSD,215.000654,157.256087,57.744567,67.26,230161.648,121302.088,12442.52800000002,-131477.402,47241.426
1603152000,2020-10-20 00:00:00,11751.46,12038.38,11677.59,11909.99,737425592.0819716,BTCUSD,243.959557,174.596781,69.362776,69.89,312811.802,160448.693,8085.583999999973,-123391.818,50793.918
1603238400,2020-10-21 00:00:00,11910.0,13217.68,11886.95,12780.96,1437122186.6339953,BTCUSD,333.347078,206.34684,127.000238,79.57,591963.069,305797.698,19632.32699999993,-103759.491,63109.761
1603324800,2020-10-22 00:00:00,12780.75,13185.0,12678.08,12968.52,905778888.8702904,BTCUSD,414.543261,247.986124,166.557137,80.99,343851.666,162855.788,-18140.090000000026,-121899.581,41864.578
1603411200,2020-10-23 00:00:00,12968.84,13027.69,12720.08,12923.07,650680239.1101469,BTCUSD,469.808723,292.350644,177.458079,79.55,237042.526,112051.403,-12939.72,-134839.301,23995.205
1603497600,2020-10-24 00:00:00,12923.06,13166.73,12870.0,13111.73,468299521.7696653,BTCUSD,522.803729,338.441261,184.362468,81.06,176146.631,87149.401,-1847.828999999998,-136687.13,12269.771
1603584000,2020-10-25 00:00:00,13111.73,13350.0,12888.0,13028.83,502672049.2290516,BTCUSD,551.753051,381.103619,170.649432,78.32,206012.652,100425.308,-5162.035999999993,-141849.166,-2697.95
1603670400,2020-10-26 00:00:00,13029.64,13238.81,12765.0,13052.19,794395722.4533454,BTCUSD,570.009835,418.884862,151.124972,78.54,316503.296,157389.764,-1723.7679999999818,-143572.934,-149.806
1603756800,2020-10-27 00:00:00,13052.15,13789.29,13019.87,13636.17,1085403903.1259663,BTCUSD,624.403043,459.988499,164.414545,83.14,411509.506,213506.947,15504.387999999975,-128068.546,11112.1
1603843200,2020-10-28 00:00:00,13636.16,13859.48,12888.0,13266.4,1263487952.9951568,BTCUSD,630.405779,494.071955,136.333824,72.55,476993.789,233144.485,-10704.819000000018,-138773.365,-12855.886
1603929600,2020-10-29 00:00:00,13266.4,13642.91,12920.77,13455.7,997867948.8609744,BTCUSD,643.02552,523.862668,119.162853,74.35,355352.336,182192.752,9033.168000000003,-129740.197,-7537.23
1604016000,2020-10-30 00:00:00,13455.69,13669.98,13115.0,13560.1,946818817.5575092,BTCUSD,653.913061,549.872746,104.040315,75.31,349890.573,178139.677,6388.781000000017,-123351.416,1511.455
