unix,date,open,high,low,close,Volume USD,symbol,macd,macd_signal,macd_hist,rsi,volume,taker_buy_base,volume_delta,cvd,cvd_rolling
1504051200,2017-08-30 00:00:00,4564.52,4647.51,4416.01,4555.14,3683714.68666123,BTCUSD,52.58538,25.279956,27.305424,69.94,,,,,
1504137600,2017-08-31 00:00:00,4555.14,4745.42,4555.14,4724.89,2579878.72401184,BTCUSD,69.071491,34.357657,34.713835,76.11,,,,,
1504224000,2017-09-01 00:00:00,4689.89,4885.55,4654.88,4834.91,2665165.55924616,BTCUSD,87.385574,45.270407,42.115167,79.1,,,,,
1504310400,2017-09-02 00:00:00,4796.16,4939.19,4286.87,4472.14,4257723.944817,BTCUSD,77.818308,51.929946,25.888362,54.75,,,,,
1504396800,2017-09-03 00:00:00,4508.5,4714.76,4298.33,4509.08,3121052.75230181,BTCUSD,71.865077,55.990114,15.874963,56.23,,,,,
1504483200,2017-09-04 00:00:00,4505.0,4527.49,3972.51,4100.11,5909947.49008974,BTCUSD,40.180913,52.782041,-12.601128,40.47,,,,,
1504569600,2017-09-05 00:00:00,4106.97,4484.99,3603.0,4366.47,5083453.18675071,BTCUSD,32.638062,48.706254,-16.068193,50.25,,,,,
1504656000,2017-09-06 00:00:00,4366.49,4662.87,4335.26,4619.77,3626346.05544323,BTCUSD,43.177214,47.590152,-4.412938,57.41,,,,,
1504742400,2017-09-07 00:00:00,4619.77,4788.59,4438.19,4691.61,2305795.13638315,BTCUSD,55.641026,49.212296,6.42873,59.21,,,,,
1504828800,2017-09-08 00:00:00,4691.66,4735.39,4028.93,4282.8,4866527.22639337,BTCUSD,36.873947,46.729973,-9.856026,47.06,,,,,
1504915200,2017-09-09 00:00:00,4282.8,4426.62,4150.06,4258.81,2815383.46568698,BTCUSD,20.213502,41.401516,-21.188014,46.46,,,,,
1505001600,2017-09-10 00:00:00,4258.81,4283.0,3801.0,4130.37,2700371.80819211,BTCUSD,-1.907234,32.706919,-34.614152,43.26,,,,,
1505088000,2017-09-11 00:00:00,4153.62,4334.43,4098.91,4208.47,2956842.76250147,BTCUSD,-13.620846,23.413278,-37.034123,45.71,,,,,
1505174400,2017-09-12 00:00:00,4208.6,4394.59,4040.8,4163.72,3725190.62328952,BTCUSD,-25.760213,13.554743,-39.314956,44.52,,,,,
1505260800,2017-09-13 00:00:00,4159.72,4165.38,3760.0,3944.69,3570365.92571669,BTCUSD,-50.587063,0.70152,-51.288583,39.18,,,,,
